,Host,Log_Name1,Log_Name,Date_Time,Method,Response_Code,Bytes_Sent,URL,User_Agent,id,Rank,time_diff,year,month,day,hour,date,day_of_week,dif_seg_clicks
315,1.0.177.61,-,-,2015-10-07 06:57:51,GET /access.log HTTP/1.1,200,575,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 06:57:51200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,6,2015-10-07,Miercoles,1
374,1.0.183.8,-,-,2015-10-07 10:17:11,GET /access.log HTTP/1.1,200,14512,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 10:17:11200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,10,2015-10-07,Miercoles,1
359,1.0.188.115,-,-,2015-10-07 09:29:27,GET /access.log HTTP/1.1,200,11275,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 09:29:27200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,9,2015-10-07,Miercoles,1
329,1.0.188.33,-,-,2015-10-07 08:21:54,GET /access.log HTTP/1.1,200,3824,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 08:21:54200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,8,2015-10-07,Miercoles,1
485,1.0.189.107,-,-,2015-10-07 16:41:43,GET /access.log HTTP/1.1,200,39512,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 16:41:43200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,16,2015-10-07,Miercoles,1
405,1.0.189.157,-,-,2015-10-07 12:56:22,GET /access.log HTTP/1.1,200,20507,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 12:56:22200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,12,2015-10-07,Miercoles,1
457,1.0.189.186,-,-,2015-10-07 15:25:24,GET /access.log HTTP/1.1,200,32342,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 15:25:24200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,15,2015-10-07,Miercoles,1
433,1.0.189.246,-,-,2015-10-07 14:21:26,GET /access.log HTTP/1.1,200,25927,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 14:21:26200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,14,2015-10-07,Miercoles,1
460,1.0.191.9,-,-,2015-10-07 16:28:17,GET /access.log HTTP/1.1,200,32922,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 16:28:17200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,16,2015-10-07,Miercoles,1
2742,1.1.1.1,-,-,2004-06-19 19:18:08,GET /~jan/WebSVN/filedetails.php?repname=Public&path=/payment_server/vgts_mod/vgts_vt_cc/stable/modules/mod_vt_cc.pl&rev=0&sc=1 HTTP/1.0,200,386749,http://localhost/~jan/WebSVN/listing.php?repname=Public&path=/payment_server/vgts_mod/vgts_vt_cc/stable/modules/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:18:08200http://localhost/~jan/WebSVN/listing.php?repname=Public&path=/payment_server/vgts_mod/vgts_vt_cc/stable/modules/&rev=0&sc=1,1.0,0 days 00:00:00.000000000,2004,6,19,19,2004-06-19,Sabado,1
2743,1.1.1.1,-,-,2004-06-19 19:19:01,POST /~jan/WebSVN/form.php?path=& HTTP/1.0,302,169,http://localhost/~jan/WebSVN/filedetails.php?repname=Public&path=/payment_server/vgts_mod/vgts_vt_cc/stable/modules/mod_vt_cc.pl&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:01302http://localhost/~jan/WebSVN/filedetails.php?repname=Public&path=/payment_server/vgts_mod/vgts_vt_cc/stable/modules/mod_vt_cc.pl&rev=0&sc=1,2.0,0 days 00:00:53.000000000,2004,6,19,19,2004-06-19,Sabado,53
2745,1.1.1.1,-,-,2004-06-19 19:19:05,GET /~jan/WebSVN/listing.php?repname=Private&path=/Coding_Rules/&rev=0&sc=0 HTTP/1.0,200,3938,http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/&,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:05200http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/&,3.0,0 days 00:00:04.000000000,2004,6,19,19,2004-06-19,Sabado,4
2746,1.1.1.1,-,-,2004-06-19 19:19:09,GET /~jan/WebSVN/filedetails.php?repname=Private&path=/Coding_Rules/Perl+Coding+Rules.pod&rev=0&sc=0 HTTP/1.0,200,9633,http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/Coding_Rules/&rev=0&sc=0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:09200http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/Coding_Rules/&rev=0&sc=0,4.0,0 days 00:00:04.000000000,2004,6,19,19,2004-06-19,Sabado,4
2747,1.1.1.1,-,-,2004-06-19 19:19:16,GET /~jan/WebSVN/diff.php?repname=Private&path=/Coding_Rules/Perl+Coding+Rules.pod&rev=0&sc=0 HTTP/1.0,200,32956,http://localhost/~jan/WebSVN/filedetails.php?repname=Private&path=/Coding_Rules/Perl%20Coding%20Rules.pod&rev=0&sc=0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:16200http://localhost/~jan/WebSVN/filedetails.php?repname=Private&path=/Coding_Rules/Perl%20Coding%20Rules.pod&rev=0&sc=0,5.0,0 days 00:00:07.000000000,2004,6,19,19,2004-06-19,Sabado,7
2748,1.1.1.1,-,-,2004-06-19 19:19:40,GET /~jan/WebSVN/listing.php?repname=Private&path=/RFC/&rev=0&sc=0 HTTP/1.0,200,5633,http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/&,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:40200http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/&,6.0,0 days 00:00:24.000000000,2004,6,19,19,2004-06-19,Sabado,24
2749,1.1.1.1,-,-,2004-06-19 19:19:45,GET /~jan/WebSVN/log.php?repname=Private&path=/RFC/RFC_0004.pod&rev=0&sc=0&isdir=0 HTTP/1.0,200,15189,http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/RFC/&rev=0&sc=0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:45200http://localhost/~jan/WebSVN/listing.php?repname=Private&path=/RFC/&rev=0&sc=0,7.0,0 days 00:00:05.000000000,2004,6,19,19,2004-06-19,Sabado,5
2750,1.1.1.1,-,-,2004-06-19 19:19:54,GET /~jan/WebSVN/filedetails.php?repname=Private&path=/RFC/RFC_0004.pod&rev=3269&sc=0 HTTP/1.0,200,10750,http://localhost/~jan/WebSVN/log.php?repname=Private&path=/RFC/RFC_0004.pod&rev=0&sc=0&isdir=0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:54200http://localhost/~jan/WebSVN/log.php?repname=Private&path=/RFC/RFC_0004.pod&rev=0&sc=0&isdir=0,8.0,0 days 00:00:09.000000000,2004,6,19,19,2004-06-19,Sabado,9
2751,1.1.1.1,-,-,2004-06-19 19:19:56,GET /~jan/WebSVN/diff.php?repname=Private&path=/RFC/RFC_0004.pod&rev=3269&sc=0 HTTP/1.0,200,11281,http://localhost/~jan/WebSVN/filedetails.php?repname=Private&path=/RFC/RFC_0004.pod&rev=3269&sc=0,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040618 Firefox/0.9,2004-06-19 19:19:56200http://localhost/~jan/WebSVN/filedetails.php?repname=Private&path=/RFC/RFC_0004.pod&rev=3269&sc=0,9.0,0 days 00:00:02.000000000,2004,6,19,19,2004-06-19,Sabado,2
2752,1.1.1.1,-,-,2004-06-23 19:43:42,GET /manual HTTP/1.1,301,284,-,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:42301-,11.0,4 days 00:23:46.000000000,2004,6,23,19,2004-06-23,Miercoles,1426
2754,1.1.1.1,-,-,2004-06-23 19:43:42,GET /manual/style/css/manual.css HTTP/1.1,200,18056,http://localhost/manual/,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:42200http://localhost/manual/,10.0,0 days 00:00:00.000000000,2004,6,23,19,2004-06-23,Miercoles,1
2757,1.1.1.1,-,-,2004-06-23 19:43:43,GET /manual/style/css/manual-print.css HTTP/1.1,200,12948,http://localhost/manual/,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:43200http://localhost/manual/,13.0,0 days 00:00:01.000000000,2004,6,23,19,2004-06-23,Miercoles,1
2756,1.1.1.1,-,-,2004-06-23 19:43:43,GET /manual/images/favicon.ico HTTP/1.1,200,1078,-,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:43200-,12.0,0 days 00:00:00.000000000,2004,6,23,19,2004-06-23,Miercoles,1
2762,1.1.1.1,-,-,2004-06-23 19:43:47,GET /manual/images/down.gif HTTP/1.1,200,56,http://localhost/manual/logs.html,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:47200http://localhost/manual/logs.html,16.0,0 days 00:00:04.000000000,2004,6,23,19,2004-06-23,Miercoles,4
2760,1.1.1.1,-,-,2004-06-23 19:43:47,GET /manual/logs.html HTTP/1.1,200,9247,http://localhost/manual/,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:47200http://localhost/manual/,15.0,0 days 00:00:00.000000000,2004,6,23,19,2004-06-23,Miercoles,1
2761,1.1.1.1,-,-,2004-06-23 19:43:47,GET /manual/images/favicon.ico HTTP/1.1,200,1078,-,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-23 19:43:47200-,14.0,0 days 00:00:00.000000000,2004,6,23,19,2004-06-23,Miercoles,1
2763,1.1.1.1,-,-,2004-06-26 21:09:22,GET /svn/listing.php?repname=Devel&path=/rpg/tags/&rev=0&sc=1 HTTP/1.1,200,3364,http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:22200http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,17.0,3 days 01:25:35.000000000,2004,6,26,21,2004-06-26,Sabado,815
2764,1.1.1.1,-,-,2004-06-26 21:09:24,GET /svn/listing.php?repname=Devel&path=/rpg/tags/M1/&rev=0&sc=1 HTTP/1.1,200,12907,http://localhost/svn/listing.php?repname=Devel&path=/rpg/tags/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:24200http://localhost/svn/listing.php?repname=Devel&path=/rpg/tags/&rev=0&sc=1,18.0,0 days 00:00:02.000000000,2004,6,26,21,2004-06-26,Sabado,2
2765,1.1.1.1,-,-,2004-06-26 21:09:25,GET /svn/templates/BlueGrey/file.png HTTP/1.1,200,954,http://localhost/svn/listing.php?repname=Devel&path=/rpg/tags/M1/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:25200http://localhost/svn/listing.php?repname=Devel&path=/rpg/tags/M1/&rev=0&sc=1,19.0,0 days 00:00:01.000000000,2004,6,26,21,2004-06-26,Sabado,1
2766,1.1.1.1,-,-,2004-06-26 21:09:32,GET /svn/listing.php?repname=Devel&path=/rpg/tags/&rev=0&sc=1 HTTP/1.1,200,3364,http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:32200http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,20.0,0 days 00:00:07.000000000,2004,6,26,21,2004-06-26,Sabado,7
2767,1.1.1.1,-,-,2004-06-26 21:09:37,GET /svn/listing.php?repname=Devel&path=/rpg/devel/&rev=0&sc=1 HTTP/1.1,200,14529,http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:37200http://localhost/svn/listing.php?repname=Devel&path=/rpg/&rev=0&sc=1,21.0,0 days 00:00:05.000000000,2004,6,26,21,2004-06-26,Sabado,5
2768,1.1.1.1,-,-,2004-06-26 21:09:46,GET /svn/filedetails.php?repname=Devel&path=/rpg/devel/game.pl&rev=0&sc=1 HTTP/1.1,200,3487,http://localhost/svn/listing.php?repname=Devel&path=/rpg/devel/&rev=0&sc=1,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-26 21:09:46200http://localhost/svn/listing.php?repname=Devel&path=/rpg/devel/&rev=0&sc=1,22.0,0 days 00:00:09.000000000,2004,6,26,21,2004-06-26,Sabado,9
2769,1.1.1.1,-,-,2004-06-30 22:15:50,GET /cgi-bin/trac.cgi HTTP/1.1,500,971,-,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-30 22:15:50500-,23.0,4 days 01:06:04.000000000,2004,6,30,22,2004-06-30,Miercoles,1084
2770,1.1.1.1,-,-,2004-06-30 22:16:44,GET /trac/css/trac.css HTTP/1.1,404,347,http://localhost/cgi-bin/trac.cgi,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-06-30 22:16:44404http://localhost/cgi-bin/trac.cgi,24.0,0 days 00:00:54.000000000,2004,6,30,22,2004-06-30,Miercoles,54
2773,1.1.1.1,-,-,2004-07-01 00:08:46,GET /trac/css/changeset.css HTTP/1.1,304,0,http://localhost/cgi-bin/trac.cgi,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-07-01 00:08:46304http://localhost/cgi-bin/trac.cgi,26.0,0 days 01:52:02.000000000,2004,7,1,0,2004-07-01,Jueves,962
2780,1.1.1.1,-,-,2004-07-01 00:08:46,GET /cgi-bin/trac.cgi HTTP/1.1,200,7358,-,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-07-01 00:08:46200-,25.0,0 days 00:00:00.000000000,2004,7,1,0,2004-07-01,Jueves,1
2781,1.1.1.1,-,-,2004-07-01 00:08:52,GET /cgi-bin/trac.cgi/browser/ HTTP/1.1,200,8571,http://localhost/cgi-bin/trac.cgi,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-07-01 00:08:52200http://localhost/cgi-bin/trac.cgi,27.0,0 days 00:00:06.000000000,2004,7,1,0,2004-07-01,Jueves,6
2782,1.1.1.1,-,-,2004-07-01 00:09:01,GET /trac/css/search.css HTTP/1.1,304,0,http://localhost/cgi-bin/trac.cgi/search?q=oops&wiki=on&changeset=on&ticket=on,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7) Gecko/20040620 Galeon/1.3.15,2004-07-01 00:09:01304http://localhost/cgi-bin/trac.cgi/search?q=oops&wiki=on&changeset=on&ticket=on,28.0,0 days 00:00:09.000000000,2004,7,1,0,2004-07-01,Jueves,9
461,10.6.210.10,-,-,2015-10-07 16:39:09,GET / HTTP/1.1,200,11586,http://search.seznam.cz/?q=veterina+jemnice&sourceid=szn-HP&oq=veterina+jemnice&aq=-1&thru=sug&su=c,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:09200http://search.seznam.cz/?q=veterina+jemnice&sourceid=szn-HP&oq=veterina+jemnice&aq=-1&thru=sug&su=c,1.0,0 days 00:00:00.000000000,2015,10,7,16,2015-10-07,Miercoles,1
463,10.6.210.10,-,-,2015-10-07 16:39:13,GET /modules/mod_favslider/theme/favslider.css HTTP/1.1,200,5977,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:13200http://www.veterina.jemnice.cz/,3.0,0 days 00:00:04.000000000,2015,10,7,16,2015-10-07,Miercoles,4
462,10.6.210.10,-,-,2015-10-07 16:39:13,GET / HTTP/1.1,200,11586,http://search.seznam.cz/?q=veterina+jemnice&sourceid=szn-HP&oq=veterina+jemnice&aq=-1&thru=sug&su=c,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:13200http://search.seznam.cz/?q=veterina+jemnice&sourceid=szn-HP&oq=veterina+jemnice&aq=-1&thru=sug&su=c,2.0,0 days 00:00:00.000000000,2015,10,7,16,2015-10-07,Miercoles,1
464,10.6.210.10,-,-,2015-10-07 16:39:14,GET /templates/rt_afterburner/css/template.css HTTP/1.1,200,22974,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:14200http://www.veterina.jemnice.cz/,4.0,0 days 00:00:01.000000000,2015,10,7,16,2015-10-07,Miercoles,1
475,10.6.210.10,-,-,2015-10-07 16:39:15,GET /templates/rt_afterburner/images/veterina_background.jpg HTTP/1.1,200,14765,http://www.veterina.jemnice.cz/templates/rt_afterburner/css/template.css,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:15200http://www.veterina.jemnice.cz/templates/rt_afterburner/css/template.css,6.0,0 days 00:00:01.000000000,2015,10,7,16,2015-10-07,Miercoles,1
477,10.6.210.10,-,-,2015-10-07 16:39:15,GET /templates/rt_afterburner/images/light4.png HTTP/1.1,200,10314,http://www.veterina.jemnice.cz/templates/rt_afterburner/css/light4.css,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:15200http://www.veterina.jemnice.cz/templates/rt_afterburner/css/light4.css,5.0,0 days 00:00:00.000000000,2015,10,7,16,2015-10-07,Miercoles,1
480,10.6.210.10,-,-,2015-10-07 16:39:16,GET /favicon.ico HTTP/1.1,404,320,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:16404http://www.veterina.jemnice.cz/,7.0,0 days 00:00:01.000000000,2015,10,7,16,2015-10-07,Miercoles,1
483,10.6.210.10,-,-,2015-10-07 16:39:19,GET /index.php/kontakt HTTP/1.1,200,10791,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:39:19200http://www.veterina.jemnice.cz/,8.0,0 days 00:00:03.000000000,2015,10,7,16,2015-10-07,Miercoles,3
484,10.6.210.10,-,-,2015-10-07 16:40:31,GET /templates/rt_afterburner/images/veterina_tlapka.gif HTTP/1.1,200,1351,http://www.veterina.jemnice.cz/templates/rt_afterburner/css/template.css,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 16:40:31200http://www.veterina.jemnice.cz/templates/rt_afterburner/css/template.css,9.0,0 days 00:01:12.000000000,2015,10,7,16,2015-10-07,Miercoles,72
608,10.6.210.10,-,-,2015-10-07 18:02:49,GET /index.php/fyzioterapie-zvirat2 HTTP/1.1,200,17568,http://www.veterina.jemnice.cz/index.php/kontakt,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 18:02:49200http://www.veterina.jemnice.cz/index.php/kontakt,11.0,0 days 01:22:18.000000000,2015,10,7,18,2015-10-07,Miercoles,618
609,10.6.210.10,-,-,2015-10-07 18:02:49,GET /images/images/logo-dorn.png HTTP/1.1,200,13187,http://www.veterina.jemnice.cz/index.php/fyzioterapie-zvirat2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 18:02:49200http://www.veterina.jemnice.cz/index.php/fyzioterapie-zvirat2,10.0,0 days 00:00:00.000000000,2015,10,7,18,2015-10-07,Miercoles,1
613,10.6.210.10,-,-,2015-10-07 18:03:09,GET /images/pacienti/Tom.jpg HTTP/1.1,200,6283,http://www.veterina.jemnice.cz/index.php/nasi-pacienti,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 18:03:09200http://www.veterina.jemnice.cz/index.php/nasi-pacienti,13.0,0 days 00:00:20.000000000,2015,10,7,18,2015-10-07,Miercoles,20
612,10.6.210.10,-,-,2015-10-07 18:03:09,GET /index.php/nasi-pacienti HTTP/1.1,200,14132,http://www.veterina.jemnice.cz/index.php/fyzioterapie-zvirat2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",2015-10-07 18:03:09200http://www.veterina.jemnice.cz/index.php/fyzioterapie-zvirat2,12.0,0 days 00:00:00.000000000,2015,10,7,18,2015-10-07,Miercoles,1
319,101.71.27.120,-,-,2015-10-07 07:29:01,GET /access.log HTTP/1.0,200,1497,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",2015-10-07 07:29:01200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,7,2015-10-07,Miercoles,1
428,103.42.85.82,-,-,2015-10-07 13:58:36,GET /access.log HTTP/1.1,200,25037,http://www.veterina.jemnice.cz/,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,2015-10-07 13:58:36200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,13,2015-10-07,Miercoles,1
386,104.144.59.50,-,-,2015-10-07 10:55:37,GET /access.log HTTP/1.1,200,16749,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36",2015-10-07 10:55:37200-,1.0,0 days 00:00:00.000000000,2015,10,7,10,2015-10-07,Miercoles,1
299,104.168.50.79,-,-,2015-09-15 01:17:34,GET /access.log HTTP/1.0,200,67173,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",2015-09-15 01:17:34200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,9,15,1,2015-09-15,Martes,1
300,104.168.50.79,-,-,2015-09-15 01:17:35,GET /templates/rt_afterburner/css/template.css HTTP/1.1,200,22974,http://www.veterina.jemnice.cz/access.log,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",2015-09-15 01:17:35200http://www.veterina.jemnice.cz/access.log,2.0,0 days 00:00:01.000000000,2015,9,15,1,2015-09-15,Martes,1
216,104.168.52.241,-,-,2015-09-14 19:37:14,GET /access.log HTTP/1.0,200,48670,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36",2015-09-14 19:37:14200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,9,14,19,2015-09-14,Lunes,1
217,104.168.52.241,-,-,2015-09-14 19:37:15,GET /templates/rt_afterburner/css/template.css HTTP/1.1,200,22974,http://www.veterina.jemnice.cz/access.log,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36",2015-09-14 19:37:15200http://www.veterina.jemnice.cz/access.log,2.0,0 days 00:00:01.000000000,2015,9,14,19,2015-09-14,Lunes,1
55,104.168.52.84,-,-,2015-09-14 11:01:58,GET /access.log HTTP/1.0,200,11870,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36",2015-09-14 11:01:58200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,9,14,11,2015-09-14,Lunes,1
56,104.168.52.84,-,-,2015-09-14 11:01:59,GET /administrator/ HTTP/1.1,200,6324,http://www.veterina.jemnice.cz/access.log,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.85 Safari/537.36",2015-09-14 11:01:59200http://www.veterina.jemnice.cz/access.log,2.0,0 days 00:00:01.000000000,2015,9,14,11,2015-09-14,Lunes,1
430,107.152.162.15,-,-,2015-10-07 14:11:46,GET /access.log HTTP/1.0,200,25382,http://www.veterina.jemnice.cz/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2015-10-07 14:11:46200http://www.veterina.jemnice.cz/,1.0,0 days 00:00:00.000000000,2015,10,7,14,2015-10-07,Miercoles,1
